property_type,society,sector,price,price_per_sqrft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,price_per_sqft,coordinates,latitude,longitude
flat,godrej oasis,sector 88,1.0,6896.0,2,2,3,7.0,Relatively New,1611.0,1,0,0,0,0,1,72,6897.0,"28.4220° N, 76.9571° E",28.422,76.9571
flat,m3m the marina,sector 68,1.02,8095.0,2,2,2,11.0,Relatively New,1250.0,0,0,0,0,1,2,49,8095.0,"28.3853° N, 77.0484° E",28.3853,77.0484
house,independent,sector 7,6.5,15046.0,3,2,3,3.0,Old Property,4320.0,0,0,0,0,0,1,9,15046.0,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,radhakrishna society,sector 23,0.55,5000.0,2,2,1,1.0,Moderately Old,995.0,0,0,0,0,0,2,29,5000.0,"28.5121° N, 77.0478° E",28.5121,77.0478
flat,dlf the skycourt,sector 86,1.58,8190.0,3,3,1,16.0,Relatively New,1750.0,0,0,0,1,0,2,152,8191.0,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,raheja vedaanta,sector 108,0.8,4080.0,3,3,3,9.0,Relatively New,1663.0,0,0,0,1,0,1,174,4080.0,"28.5134° N, 76.9830° E",28.5134,76.983
house,dlf city plots phase,sector 28,9.54,29444.0,6,5,3,3.0,New Property,3240.0,1,1,1,1,0,1,153,29444.0,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,umang monsoon breeze,sector 78,0.95,5491.0,3,3,2,9.0,Relatively New,1730.0,0,0,0,0,0,2,65,5491.0,"28.3733° N, 76.9729° E",28.3733,76.9729
flat,assotech blith,sector 99,1.15,6593.0,2,2,2,2.0,New Property,1235.0,0,0,0,0,1,2,72,6594.0,"28.4640° N, 76.9614° E",28.464,76.9614
flat,m3m skywalk,sector 74,2.45,12140.0,3,3,3,25.0,Relatively New,1800.0,1,0,0,0,0,1,137,12141.0,"28.4158° N, 77.0118° E",28.4158,77.0118
flat,ramshanti cooperative society,sector 52,1.76,7242.0,4,4,3,12.0,New Property,2199.0,0,0,0,0,0,1,0,7243.0,"28.4379° N, 77.0785° E",28.4379,77.0785
flat,indiabulls enigma,sector 110,3.6,10588.0,4,5,3,7.0,Relatively New,3077.0,0,1,0,0,0,1,165,10588.0,"28.5145° N, 77.0197° E",28.5145,77.0197
flat,bptp terra,sector 37,1.79,8983.0,4,3,3,15.0,Relatively New,1808.0,0,0,0,0,1,2,37,8981.0,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,smart world gems,sector 89,1.01,9156.0,2,2,2,4.0,New Property,1226.0,1,0,0,0,0,1,38,9157.0,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,emaar mgf the palm drive,sector 66,2.8,16470.0,3,4,3,8.0,Relatively New,1700.0,0,1,0,0,0,2,117,16471.0,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,orris aster court,sector 85,0.93,5671.0,3,3,3,8.0,Relatively New,1587.0,0,0,0,0,0,1,0,5671.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,breez global hill view,sector 48,0.42,7174.0,2,2,1,18.0,Relatively New,650.0,0,0,0,0,0,1,44,7179.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,supertech araville,sector 79,0.95,6209.0,2,2,3,7.0,New Property,1385.0,1,0,0,0,0,1,49,6209.0,"28.3624° N, 76.9787° E",28.3624,76.9787
house,dlf alameda,sector 73,17.0,35109.0,5,8,3,3.0,Relatively New,9000.0,1,1,1,1,0,0,87,35109.0,"28.4072° N, 77.0118° E",28.4072,77.0118
flat,unitech sunbreeze,sector 69,0.75,6849.0,2,2,2,4.0,Under Construction,991.0,0,0,0,0,0,1,0,6849.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,ild greens,sector 37,1.0,4320.0,3,3,3,5.0,Under Construction,1697.0,0,0,0,0,0,1,51,4320.0,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,la vida by tata housing,sector 113,2.48,14090.0,3,3,3,8.0,New Property,1980.0,0,1,0,0,0,1,79,14091.0,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,ambience creacions,sector 22,1.99,15546.0,2,2,2,9.0,New Property,1285.0,0,0,0,0,0,1,49,15547.0,"28.5072° N, 77.0640° E",28.5072,77.064
flat,irwo westend towers,sector 47,0.65,12059.0,1,1,2,3.0,Old Property,599.0,0,0,0,0,0,1,56,12059.0,"28.4276° N, 77.0492° E",28.4276,77.0492
flat,shree vardhman victoria,sector 70,1.25,9259.0,2,2,3,3.0,Relatively New,1222.0,1,0,0,0,0,1,43,9259.0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,supertech araville,sector 79,0.78,6023.0,2,2,3,17.0,Relatively New,1172.0,0,0,0,0,0,1,24,6023.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,dlf new town heights,sector 90,1.6,6768.0,4,4,3,10.0,Relatively New,2139.0,0,1,0,1,0,1,88,6768.0,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,hero homes,sector 104,1.2,17548.0,2,2,2,22.0,Relatively New,877.0,0,0,0,0,0,1,30,17544.0,"28.4788° N, 76.9960° E",28.4788,76.996
flat,conscient heritage max,sector 102,1.78,9218.0,3,4,3,5.0,Moderately Old,1748.0,0,1,0,0,0,1,125,9218.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,m3m skywalk,sector 74,1.78,12500.0,2,2,3,12.0,Relatively New,1582.0,0,0,0,0,0,1,63,12500.0,"28.4158° N, 77.0118° E",28.4158,77.0118
flat,m3m skywalk,sector 74,1.52,13342.0,2,2,3,6.0,Relatively New,1250.0,0,0,1,0,0,1,174,13345.0,"28.4158° N, 77.0118° E",28.4158,77.0118
flat,signature global park,sector 48,0.68,8252.0,2,2,2,3.0,New Property,916.0,0,0,0,0,0,1,113,8252.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,experion the heartsong,sector 108,0.9,7014.0,2,3,3,2.0,Relatively New,978.23,0,1,0,0,0,1,94,7015.0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,511 sarahah tower,sector 12,0.6,8333.0,2,2,1,0.0,New Property,800.0,0,0,0,1,0,0,0,8333.0,"28.4723° N, 77.0320° E",28.4723,77.032
flat,shree vardhman victoria,sector 70,1.78,9128.0,3,3,3,7.0,Relatively New,1765.0,0,1,0,0,1,1,49,9128.0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,shree arihant apartment,sector 54,1.55,7380.0,3,3,3,3.0,Moderately Old,2000.0,0,0,0,1,1,2,125,7381.0,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,dlf the skycourt,sector 86,1.6,8294.0,3,3,1,14.0,Relatively New,1746.0,0,0,0,1,0,1,72,8294.0,"28.3986° N, 76.9384° E",28.3986,76.9384
house,signature global city a,sector 63,1.5,6289.0,3,3,2,1.0,New Property,2385.0,0,0,0,0,0,1,0,6289.0,"28.3971° N, 77.0867° E",28.3971,77.0867
flat,spaze privy,sector 72,1.9,9620.0,3,3,3,10.0,Relatively New,1975.0,0,0,0,0,0,1,0,9620.0,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,smart world orchard,sector 61,1.47,12250.0,2,2,2,2.0,New Property,1333.0,1,0,0,0,0,1,76,12250.0,"28.4050° N, 77.0963° E",28.405,77.0963
flat,tata primanti,sector 72,5.25,15648.0,4,4,3,30.0,New Property,3000.0,0,1,0,0,0,2,174,15648.0,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,tulip violet,sector 69,1.75,9459.0,3,4,2,0.0,Relatively New,2056.0,0,0,0,0,0,2,174,9459.0,"28.3966° N, 77.0341° E",28.3966,77.0341
house,independent,sector 7,66.0,12000.0,3,1,1,3.0,Relatively New,55000.0,0,0,0,0,1,1,22,12000.0,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,breez global heights,sector 48,0.42,6420.0,2,2,2,2.0,New Property,564.0,0,0,0,0,0,1,73,6422.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,dlf new town heights,sector 91,1.8,7679.0,4,4,3,6.0,Moderately Old,2604.0,0,1,0,1,0,1,81,7679.0,"28.4014° N, 76.9225° E",28.4014,76.9225
house,emaar mgf marbella,sector 66,12.0,38095.0,5,6,3,3.0,Relatively New,3150.0,0,1,1,0,0,2,153,38095.0,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,supertech basera,sector 79,0.36,7643.0,2,2,1,4.0,New Property,546.0,0,0,0,0,0,1,60,7643.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,emaar digihomes,sector 62,3.95,15262.0,3,3,3,33.0,New Property,2876.0,0,1,0,0,0,2,49,15263.0,"28.4139° N, 77.0886° E",28.4139,77.0886
flat,pyramid urban homes 2,sector 86,0.5,9698.0,2,2,2,6.0,Old Property,573.0,0,0,0,0,0,1,15,9690.0,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,jammu and kashmir bank employees cghs,sector 9,0.95,6129.0,3,3,2,5.0,Moderately Old,1403.0,0,0,0,0,1,1,30,6129.0,"28.4603° N, 77.0000° E",28.4603,77.0
flat,the close north,sector 50,2.65,11276.0,3,3,3,3.0,Moderately Old,2491.0,0,1,0,0,0,1,174,11277.0,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,mapsko mount ville,sector 79,1.85,9641.0,3,4,3,21.0,New Property,1643.0,0,1,0,1,0,1,49,9640.0,"28.3624° N, 76.9787° E",28.3624,76.9787
house,rattan garden,sector 7,83.0,17584.0,5,3,2,3.0,Old Property,47202.0,0,0,0,0,0,1,0,17584.0,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,godrej icon,sector 88,1.75,1384.0,3,3,3,6.0,New Property,1306.0,0,0,0,0,0,1,55,1384.0,"28.4220° N, 76.9571° E",28.422,76.9571
flat,signature global solera,sector 107,0.4,6644.0,2,2,1,7.0,Relatively New,577.0,0,0,0,0,0,2,55,6645.0,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,experion windchants,sector 112,3.65,12312.0,3,4,3,14.0,Relatively New,2225.56,0,1,0,0,0,2,150,12310.0,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,la vida by tata housing,sector 113,1.65,10449.0,3,2,2,3.0,Relatively New,1420.0,0,0,0,0,0,1,49,10450.0,"28.5287° N, 77.0233° E",28.5287,77.0233
house,unitech aspen greens,sector 50,6.8,31481.0,4,5,3,3.0,Old Property,2160.0,1,1,0,0,0,2,111,31481.0,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,mapsko mount ville,sector 79,1.2,8052.0,3,3,3,9.0,Relatively New,1321.0,1,0,0,0,0,2,104,8054.0,"28.3624° N, 76.9787° E",28.3624,76.9787
house,independent,sector 26,15.0,33333.0,4,4,3,3.0,Moderately Old,4500.0,0,1,1,0,0,2,36,33333.0,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,vatika city homes,sector 83,0.75,5660.0,2,2,2,3.0,Relatively New,1199.0,0,0,0,0,0,2,49,5660.0,"28.3986° N, 76.9647° E",28.3986,76.9647
house,nitin vihar,sector 33,85.0,9444.0,3,2,0,1.0,Relatively New,90004.0,0,0,0,0,0,1,15,9444.0,"28.4420° N, 77.0207° E",28.442,77.0207
flat,shree vardhman victoria,sector 70,1.62,8307.0,3,5,3,9.0,Relatively New,1527.0,0,1,0,0,0,1,43,8308.0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,signature global solera,sector 107,0.5,7751.0,3,2,2,6.0,Relatively New,717.0,0,0,0,0,1,1,15,7752.0,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,ss the leaf,sector 85,2.13,7574.0,4,4,3,6.0,Relatively New,2600.0,0,0,0,0,0,1,49,7575.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,dlf new town heights,sector 86,1.3,6735.0,3,3,3,12.0,Moderately Old,1747.0,0,1,0,1,0,1,106,6736.0,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,ansal harmony homes,sector 57,1.12,10666.0,2,2,1,0.0,Old Property,950.0,0,0,0,0,0,1,72,10667.0,"28.4232° N, 77.0752° E",28.4232,77.0752
flat,breez global hill view,sector 48,0.3,5124.0,2,2,1,11.0,New Property,650.0,0,0,0,0,0,1,91,5128.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,dlf new town heights,sector 90,1.88,6894.0,4,4,3,20.0,Relatively New,2726.0,0,1,0,1,0,1,145,6894.0,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,smart world orchard,sector 61,2.45,15800.0,3,3,3,3.0,New Property,1223.0,1,1,0,0,0,1,119,15796.0,"28.4050° N, 77.0963° E",28.405,77.0963
flat,ats kocoon,sector 109,1.68,9627.0,3,3,3,8.0,Relatively New,1579.0,0,0,0,0,0,1,142,9628.0,"28.5073° N, 77.0089° E",28.5073,77.0089
house,independent,sector 7,2.0,13889.0,2,2,2,2.0,Old Property,1563.0,0,0,0,0,0,1,22,13889.0,"28.4644° N, 77.0143° E",28.4644,77.0143
house,dlf city plots,sector 26,18.0,39841.0,6,6,2,3.0,Old Property,4518.0,0,1,0,1,1,2,49,39841.0,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,emaar gurgaon greens,sector 102,1.4,8484.0,3,3,3,10.0,Relatively New,1300.0,0,1,0,0,0,1,46,8485.0,"28.4750° N, 76.9715° E",28.475,76.9715
house,vipul tatvam villa,sector 48,8.25,38194.0,4,4,3,3.0,Relatively New,2160.0,0,1,1,0,0,2,160,38194.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,green court,sector 90,0.47,6811.0,2,2,1,0.0,New Property,767.0,0,0,0,0,0,1,49,6812.0,"28.4085° N, 76.9369° E",28.4085,76.9369
house,shivpuri,sector 7,2.4,8889.0,10,5,3,2.0,Old Property,1563.0,1,1,0,1,0,1,8,8889.0,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,central park flower valley aqua front towers,sector 33,1.7,9449.0,3,3,3,5.0,New Property,1697.0,0,0,0,0,0,2,44,9450.0,"28.4420° N, 77.0207° E",28.442,77.0207
flat,vatika city,sector 49,2.1,10418.0,3,3,3,9.0,Moderately Old,1604.25,0,0,0,1,0,2,132,10417.0,"28.4121° N, 77.0480° E",28.4121,77.048
flat,dlf regency park,sector 28,1.91,16608.0,2,2,2,11.0,New Property,1278.0,0,0,0,0,0,0,98,16609.0,"28.4728° N, 77.0865° E",28.4728,77.0865
house,independent,sector 7,69.0,9103.0,1,1,1,2.0,Old Property,75799.0,0,0,0,0,0,1,0,9103.0,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,3,3,3,2.0,Relatively New,1650.0,1,1,0,0,0,1,158,14242.0,"28.4030° N, 77.0690° E",28.403,77.069
flat,raheja vedaanta,sector 108,1.5,5263.0,3,4,0,12.0,Relatively New,2850.0,0,0,0,0,0,1,0,5263.0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,mapsko casa bella,sector 82,1.38,5443.0,4,5,3,20.0,Relatively New,2294.0,0,1,0,0,0,1,79,5444.0,"28.3935° N, 76.9600° E",28.3935,76.96
flat,signature global city,sector 37,0.8,8421.0,2,2,2,2.0,Relatively New,860.0,0,0,0,0,0,1,42,8421.0,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,shree vardhman flora,sector 90,0.64,4923.0,2,2,3,6.0,Old Property,1199.0,1,0,0,0,0,1,103,4923.0,"28.4085° N, 76.9369° E",28.4085,76.9369
house,eros rosewood villas,sector 49,2.8,15555.0,3,3,3,2.0,Moderately Old,1800.0,0,0,0,1,0,1,68,15556.0,"28.4121° N, 77.0480° E",28.4121,77.048
flat,spaze privy at,sector 84,1.2,7453.0,2,2,3,3.0,Relatively New,1457.0,1,0,0,0,0,2,133,7453.0,"28.3979° N, 76.9736° E",28.3979,76.9736
house,shree krishna homes,sector 104,48.0,50000.0,2,2,1,1.0,New Property,9600.0,1,0,0,1,1,1,44,50000.0,"28.4788° N, 76.9960° E",28.4788,76.996
house,independent,sector 15,1.07,11888.0,2,2,1,1.0,Old Property,1563.0,0,1,0,0,0,1,7,11889.0,"28.4621° N, 77.0464° E",28.4621,77.0464
flat,trisara our homes 3,sector 48,0.34,5405.0,2,2,1,0.0,New Property,699.0,0,0,0,0,0,1,0,5405.0,"28.4177° N, 77.0359° E",28.4177,77.0359
house,international city by sobha phase,sector 109,9.5,26389.0,5,5,3,2.0,Relatively New,3600.0,1,1,1,1,0,1,133,26389.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,m3m one key resiments,sector 67,0.8,13115.0,1,1,0,0.0,Relatively New,610.0,0,0,0,0,0,1,0,13115.0,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,ambience creacions,sector 22,3.5,19444.0,3,4,3,8.0,New Property,2000.0,0,1,0,0,0,2,57,19444.0,"28.5072° N, 77.0640° E",28.5072,77.064
flat,gls avenue 51,sector 92,0.45,7614.0,2,2,1,10.0,New Property,646.0,1,0,0,0,0,2,20,7614.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,dlf new town heights,sector 90,1.9,5683.0,4,4,3,7.0,Relatively New,2468.0,0,1,0,1,0,1,88,5684.0,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,central park flower valley,sector 33,2.5,13270.0,3,3,2,1.0,New Property,2093.0,0,0,0,0,0,1,66,13270.0,"28.4420° N, 77.0207° E",28.442,77.0207
house,dlf city plots phase,sector 25,10.55,39074.0,5,6,3,3.0,Moderately Old,2700.0,1,1,1,1,0,1,131,39074.0,"28.4844° N, 77.0860° E",28.4844,77.086
flat,shapoorji pallonji joyville gurugram,sector 102,1.99,20664.0,2,2,2,14.0,New Property,1145.0,0,0,0,0,0,1,152,20665.0,"28.4750° N, 76.9715° E",28.475,76.9715
house,independent,sector 105,1.2,10122.0,3,2,1,2.0,Old Property,1563.0,0,0,0,0,0,1,9,10118.0,"28.4952° N, 77.0114° E",28.4952,77.0114
flat,tata primanti,sector 72,3.19,12152.0,4,5,3,20.0,Relatively New,2376.0,0,1,0,0,0,2,159,12152.0,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,dlf the primus,sector 82,1.87,10394.0,3,3,3,31.0,Moderately Old,1668.0,0,0,0,1,0,1,38,10395.0,"28.3935° N, 76.9600° E",28.3935,76.96
flat,ild greens,sector 37,0.95,9223.0,2,2,3,11.0,Relatively New,1179.0,0,0,1,1,0,2,119,9223.0,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,tata primanti,sector 72,3.3,15102.0,3,4,3,15.0,New Property,2185.0,0,1,0,0,0,0,174,15103.0,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,vatika the seven lamps,sector 82,0.86,6022.0,2,2,2,12.0,Relatively New,1294.0,1,0,0,0,0,2,135,6022.0,"28.3935° N, 76.9600° E",28.3935,76.96
flat,dlf the primus,sector 82,1.85,10283.0,3,3,3,2.0,Relatively New,1668.0,0,0,0,0,0,2,44,10283.0,"28.3935° N, 76.9600° E",28.3935,76.96
flat,godrej air,sector 85,1.35,13632.0,2,2,3,19.0,Relatively New,102.0,0,0,0,0,0,1,44,13636.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,experion the heartsong,sector 108,2.28,8204.0,4,5,3,8.0,Relatively New,2515.0,0,0,0,0,0,1,101,8204.0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,ss the leaf,sector 85,1.3,10483.0,2,2,3,10.0,Relatively New,1491.0,0,0,1,0,0,1,148,10484.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,4s aradhya homes,sector 67,1.9,8863.0,4,4,3,3.0,New Property,1991.0,0,0,0,0,0,2,62,8862.0,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,ats tourmaline,sector 109,1.5,6976.0,3,4,3,4.0,Relatively New,1797.0,0,1,0,0,0,1,39,6977.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,shapoorji pallonji joyville gurugram,sector 102,1.05,11475.0,2,2,2,0.0,Relatively New,1017.0,0,0,0,0,0,1,49,11475.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,supertech araville,sector 79,0.71,5522.0,2,2,0,9.0,Under Construction,1295.0,0,0,0,0,0,1,0,5521.0,"28.3624° N, 76.9787° E",28.3624,76.9787
house,ireo victory valley★,sector 67,8.0,22222.0,6,7,3,3.0,Moderately Old,3600.0,1,1,1,1,0,2,151,22222.0,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,ireo uptown,sector 66,4.85,12999.0,4,4,3,15.0,Relatively New,3500.0,1,1,1,1,0,2,156,12999.0,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,m3m merlin,sector 67,2.78,13580.0,3,3,3,4.0,Relatively New,2047.0,0,0,0,1,0,2,157,13581.0,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,ss the leaf,sector 85,1.85,7682.0,3,4,3,2.0,Relatively New,2179.0,1,1,0,0,0,2,49,7683.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,antriksh heights,sector 84,0.85,4927.0,3,3,3,10.0,Relatively New,1561.0,1,0,0,0,0,1,52,4928.0,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,tulip violet,sector 69,1.78,8855.0,4,4,2,10.0,Relatively New,1819.0,0,0,0,1,0,2,156,8856.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,pareena mi casa,sector 68,1.15,9236.0,2,2,3,8.0,New Property,1127.0,0,0,0,0,0,1,49,9237.0,"28.3853° N, 77.0484° E",28.3853,77.0484
house,independent,sector 53,4.65,17574.0,5,5,3,1.0,Moderately Old,2646.0,0,0,0,0,0,2,0,17574.0,"28.4433° N, 77.0948° E",28.4433,77.0948
flat,signature global solera,sector 107,0.51,7906.0,3,2,2,9.0,Relatively New,717.0,0,0,0,0,1,1,15,7907.0,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,godrej nature plus,sector 33,1.5,9677.0,3,3,3,6.0,Under Construction,1403.0,1,0,0,0,0,1,72,9677.0,"28.4420° N, 77.0207° E",28.442,77.0207
flat,shapoorji pallonji joyville gurugram,sector 102,2.12,11447.0,3,3,3,9.0,New Property,1571.0,0,0,0,0,0,1,109,11447.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,m3m woodshire,sector 107,1.35,5717.0,3,4,3,8.0,Relatively New,1950.0,0,1,0,0,0,2,74,5718.0,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,umang winter hills,sector 77,0.71,5305.0,2,2,2,6.0,Relatively New,1057.0,1,0,0,0,0,1,108,5306.0,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,ireo skyon,sector 60,3.05,12788.0,3,3,3,9.0,Relatively New,2300.0,0,1,0,0,0,2,165,12788.0,"28.4003° N, 77.0975° E",28.4003,77.0975
flat,sare crescent parc,sector 92,0.8,4210.0,4,3,2,10.0,Relatively New,1719.0,0,0,0,0,1,1,37,4211.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,paras dews,sector 106,1.42,6029.0,4,6,3,11.0,Relatively New,2131.0,0,1,0,0,0,1,143,6030.0,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,m3m latitude,sector 65,4.6,26790.0,3,3,3,7.0,New Property,1717.0,1,1,1,1,0,1,115,26791.0,"28.4030° N, 77.0690° E",28.403,77.069
flat,antriksh heights,sector 84,0.9,4931.0,3,3,3,11.0,Relatively New,1652.0,0,0,0,0,0,1,87,4932.0,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,parsvnath exotica,sector 53,6.44,19000.0,4,4,3,7.0,Moderately Old,3068.0,0,1,0,0,0,2,80,19003.0,"28.4433° N, 77.0948° E",28.4433,77.0948
flat,suncity avenue,sector 102,0.47,8928.0,2,2,1,5.0,Relatively New,582.0,0,0,1,0,0,1,142,8935.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,signature global park,sector 48,0.56,6812.0,2,2,3,3.0,New Property,913.0,0,0,0,0,0,1,81,6813.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,bptp pedestal,sector 70,1.6,10158.0,3,3,3,2.0,New Property,1750.0,0,1,0,0,1,1,77,10159.0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,bhagwati sadan,sector 12,1.15,5500.0,3,4,2,2.0,Old Property,2000.0,0,1,0,0,1,1,0,5500.0,"28.4723° N, 77.0320° E",28.4723,77.032
flat,gls avenue 51,sector 92,0.39,6077.0,3,3,3,6.0,Relatively New,713.0,0,0,0,0,0,1,104,6075.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,mapsko mount ville,sector 79,1.65,9091.0,3,3,0,12.0,Relatively New,1815.0,0,0,0,0,0,1,0,9091.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,shapoorji pallonji joyville gurugram,sector 102,2.0,17729.0,3,3,3,1.0,Relatively New,1456.0,0,0,1,0,0,1,139,17730.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,green homes,sector 52,1.85,7872.0,3,3,3,7.0,Moderately Old,2127.0,0,1,0,0,0,1,28,7872.0,"28.4379° N, 77.0785° E",28.4379,77.0785
flat,shree vardhman victoria,sector 70,1.15,8518.0,2,2,2,6.0,Relatively New,1500.0,1,0,0,0,0,1,85,8519.0,"28.3968° N, 77.0233° E",28.3968,77.0233
house,independent,sector 28,11.25,34722.0,9,9,3,2.0,Moderately Old,3240.0,0,1,1,1,0,2,126,34722.0,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,puri emerald bay,sector 104,1.59,10903.0,2,2,2,12.0,Relatively New,1403.0,0,0,0,0,0,1,121,10905.0,"28.4788° N, 76.9960° E",28.4788,76.996
flat,conscient heritage max,sector 102,1.9,9783.0,3,4,3,20.0,Relatively New,1757.0,0,1,0,0,0,1,165,9784.0,"28.4750° N, 76.9715° E",28.475,76.9715
house,independent,sector 25,11.0,35530.0,5,5,3,2.0,Relatively New,3096.0,1,1,1,1,0,1,29,35530.0,"28.4844° N, 77.0860° E",28.4844,77.086
house,sector rwa,sector 14,6.5,26000.0,5,5,0,4.0,Moderately Old,2500.0,0,0,0,0,0,1,0,26000.0,"28.4711° N, 77.0454° E",28.4711,77.0454
flat,corona optus,sector 37,1.2,6916.0,3,4,3,8.0,Relatively New,1635.0,0,0,0,0,0,1,149,6916.0,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,dlf new town heights,sector 90,1.95,7150.0,4,4,3,24.0,Relatively New,2456.0,0,1,1,0,0,1,174,7151.0,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,citizen apartment,sector 51,3.55,6826.0,5,6,3,11.0,Moderately Old,5200.0,1,1,1,1,0,2,157,6826.0,"28.4320° N, 77.0686° E",28.432,77.0686
flat,avl 36 gurgaon,sector 36,0.45,9000.0,1,1,1,9.0,Relatively New,452.0,0,0,0,0,0,1,0,9000.0,"28.4160° N, 76.9914° E",28.416,76.9914
flat,emaar gurgaon greens,sector 102,1.45,8787.0,3,3,3,8.0,Relatively New,1300.0,0,1,0,0,0,1,49,8788.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,indiabulls centrum park,sector 103,1.01,8080.0,2,2,3,5.0,Relatively New,1338.0,0,0,1,0,0,2,165,8080.0,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,vatika the seven lamps,sector 82,1.0,6969.0,2,2,2,14.0,Relatively New,1299.0,1,0,0,0,1,1,69,6969.0,"28.3935° N, 76.9600° E",28.3935,76.96
flat,unitech vistas,sector 70,0.99,6325.0,3,4,2,11.0,Under Construction,1416.0,0,0,0,0,0,1,0,6326.0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,puri emerald bay,sector 104,2.65,15007.0,3,4,3,15.0,Relatively New,2090.0,0,1,0,0,0,2,174,15006.0,"28.4788° N, 76.9960° E",28.4788,76.996
