property_type,society,sector,price,price_per_sqrft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,price_per_sqft,coordinates,latitude,longitude
flat,ats triumph,sector 104,1.73,7554.0,3,4,3,15.0,Relatively New,2072.0,0,1,0,0,0,1,159,7555.0,"28.4788° N, 76.9960° E",28.4788,76.996
flat,park view apartments,sector 15,1.6,11034.0,3,3,3,2.0,Moderately Old,1611.0,0,0,0,1,0,1,56,11034.0,"28.4621° N, 77.0464° E",28.4621,77.0464
house,independent,sector 43,5.75,29716.0,4,4,2,2.0,Old Property,1935.0,0,1,1,1,0,1,34,29716.0,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,breez global heights,sector 48,0.39,4105.0,2,2,2,3.0,Relatively New,720.0,0,0,0,0,0,1,0,4105.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,ss the leaf,sector 83,1.19,7225.0,2,2,3,4.0,Relatively New,1630.0,0,0,0,0,0,1,49,7225.0,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,signature global city,sector 37,1.1,8494.0,3,3,2,2.0,Relatively New,1439.0,0,0,0,0,0,1,36,8494.0,"28.4375° N, 76.9999° E",28.4375,76.9999
house,independent,sector 7,8.0,22222.0,4,5,3,1.0,Old Property,3600.0,1,1,0,1,0,1,31,22222.0,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,tulip monsella,sector 53,7.4,33198.0,4,4,3,21.0,Relatively New,2477.0,0,0,0,0,0,1,35,33199.0,"28.4433° N, 77.0948° E",28.4433,77.0948
flat,dlf new town heights,sector 86,1.27,6580.0,3,4,3,19.0,Relatively New,1800.0,0,1,0,1,0,1,126,6580.0,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,smart world gems,sector 89,1.16,8151.0,3,3,2,3.0,New Property,1581.0,1,0,0,0,0,1,68,8152.0,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,kendriya vihar,sector 56,0.55,9016.0,1,2,1,0.0,Old Property,678.0,0,0,0,0,0,1,68,9016.0,"28.4245° N, 77.0991° E",28.4245,77.0991
house,independent,sector 4,92.0,15257.0,4,4,3,4.0,Moderately Old,60300.0,0,0,0,0,1,1,0,15257.0,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,signature global city 37d ph 2,sector 37,1.35,9375.0,3,3,3,3.0,Relatively New,1600.0,0,0,0,1,0,1,51,9375.0,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,breez global heights,sector 48,0.25,7002.0,1,1,1,1.0,Relatively New,386.0,0,0,0,0,0,1,57,7003.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,dlf the ultima,sector 81,2.12,10080.0,3,3,3,9.0,Relatively New,1650.0,1,1,0,1,1,0,49,10081.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,godrej nature plus,sector 33,1.35,8231.0,3,2,3,7.0,New Property,1484.0,0,0,0,1,0,1,49,8232.0,"28.4420° N, 77.0207° E",28.442,77.0207
flat,ss the leaf,sector 85,1.18,10727.0,2,2,3,9.0,Relatively New,1700.0,1,0,0,0,0,2,150,10727.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,shri ram apartments,sector 4,0.36,3789.0,2,2,1,4.0,Relatively New,1056.0,0,0,0,0,0,1,0,3789.0,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,sidhartha ncr greens,sector 95,0.6,5576.0,2,2,2,14.0,Relatively New,974.0,1,0,0,0,0,1,31,5576.0,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,smart world gems,sector 89,1.0,9033.0,2,2,2,1.0,Under Construction,1230.0,1,0,0,0,0,1,38,9033.0,"28.4253° N, 76.9439° E",28.4253,76.9439
house,independent,sector 25,7.3,1560.0,9,9,2,3.0,Relatively New,5800.0,0,1,1,0,0,2,109,1560.0,"28.4844° N, 77.0860° E",28.4844,77.086
flat,godrej habitat,sector 3,1.2,8310.0,2,2,3,0.0,Relatively New,1307.0,0,0,0,0,0,1,60,8310.0,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,bptp terra,sector 37,1.8,8215.0,4,3,3,18.0,Relatively New,2025.0,1,1,0,1,0,1,49,8215.0,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,ramprastha the atrium,sector 37,1.0,7782.0,3,3,2,4.0,Relatively New,1163.0,0,0,0,0,0,1,13,7782.0,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,shapoorji pallonji joyville gurugram,sector 102,1.26,10041.0,2,2,2,10.0,Relatively New,1100.0,0,0,0,0,0,1,108,10040.0,"28.4750° N, 76.9715° E",28.475,76.9715
house,international city by sobha phase,sector 109,10.0,27778.0,4,5,3,2.0,New Property,3600.0,1,1,0,1,1,2,49,27778.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,spaze privy,sector 72,3.1,6692.0,4,5,3,8.0,Moderately Old,3374.0,1,1,1,1,0,1,136,6693.0,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,ansals duplex flat,sector 2,0.95,7307.0,2,3,2,1.0,Old Property,1444.0,1,0,0,0,0,2,20,7308.0,"28.5095° N, 77.0320° E",28.5095,77.032
flat,tarc maceo,sector 91,1.8,7758.0,4,3,3,0.0,Relatively New,2578.0,1,0,0,1,0,0,45,7759.0,"28.4014° N, 76.9225° E",28.4014,76.9225
flat,emaar mgf emerald floors premier,sector 65,2.9,14683.0,4,4,0,0.0,Relatively New,2194.0,0,0,1,0,0,1,50,14684.0,"28.4030° N, 77.0690° E",28.403,77.069
flat,rof ananda,sector 95,0.38,58.0,3,2,1,12.0,Relatively New,71569.0,0,0,0,0,0,1,51,58.0,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,orchid petals,sector 49,4.16,11700.0,5,4,3,14.0,Relatively New,3219.0,1,1,0,0,0,1,40,11699.0,"28.4121° N, 77.0480° E",28.4121,77.048
flat,tulip violet,sector 69,1.36,8841.0,3,3,1,12.0,Relatively New,1392.0,0,0,0,1,0,1,86,8843.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,ashiana mulberry,sector 48,0.74,6200.0,2,2,3,12.0,New Property,1344.0,0,0,0,0,0,1,67,6198.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,czar mahira homes 63a,sector 63,0.42,7407.0,3,2,2,1.0,Relatively New,630.0,0,0,0,0,0,1,0,7407.0,"28.3971° N, 77.0867° E",28.3971,77.0867
flat,proxima tower,sector 37,0.6,4602.0,2,2,3,5.0,Under Construction,1180.0,1,0,0,1,0,1,55,4601.0,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,signature global park,sector 48,0.78,6404.0,3,3,3,1.0,Relatively New,1344.0,0,0,0,1,0,1,150,6404.0,"28.4177° N, 77.0359° E",28.4177,77.0359
house,independent,sector 41,4.25,26235.0,2,9,3,4.0,Moderately Old,1620.0,1,1,0,0,0,2,36,26235.0,"28.4557° N, 77.0632° E",28.4557,77.0632
flat,ss the leaf,sector 85,1.2,9677.0,2,2,3,9.0,Relatively New,1491.0,0,0,1,0,0,1,148,9677.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,ats kocoon,sector 109,1.75,10028.0,3,3,3,10.0,Relatively New,1550.0,0,0,0,1,0,2,49,10029.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,godrej summit,sector 104,1.75,7530.0,4,5,3,1.0,New Property,2582.0,0,1,0,0,0,1,60,7530.0,"28.4788° N, 76.9960° E",28.4788,76.996
flat,pivotal devaan apartments,sector 84,0.39,6500.0,2,2,0,5.0,Relatively New,549.0,0,0,0,0,0,1,0,6500.0,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,m3m heights,sector 65,1.95,16000.0,2,2,3,16.0,Under Construction,1141.0,0,0,0,0,0,1,44,15997.0,"28.4030° N, 77.0690° E",28.403,77.069
flat,spaze privy,sector 72,1.9,9620.0,3,3,3,10.0,Moderately Old,1787.0,0,1,0,0,0,2,31,9620.0,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,assotech blith,sector 99,1.9,6702.0,4,4,3,2.0,New Property,2835.0,0,0,0,0,0,1,51,6702.0,"28.4640° N, 76.9614° E",28.464,76.9614
flat,experion windchants,sector 112,2.8,11470.0,2,3,2,9.0,Relatively New,2441.0,1,1,0,0,0,1,137,11471.0,"28.5189° N, 77.0183° E",28.5189,77.0183
house,independent,sector 43,8.5,31481.0,5,5,3,3.0,Moderately Old,2700.0,0,1,0,0,0,2,113,31481.0,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,tulip violet,sector 69,1.6,10139.0,3,3,2,0.0,Relatively New,1428.0,0,0,0,1,0,1,49,10139.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,experion the heartsong,sector 108,0.93,6079.0,2,3,3,10.0,Relatively New,1161.0,0,0,0,0,0,1,81,6078.0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,corona optus,sector 37,1.25,8928.0,3,3,3,2.0,Relatively New,1563.0,1,0,0,0,0,1,49,8929.0,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,emaar mgf the palm drive,sector 66,3.45,15681.0,3,4,3,6.0,Relatively New,2000.0,0,1,0,0,0,2,95,15682.0,"28.3925° N, 77.0541° E",28.3925,77.0541
house,international city by sobha phase,sector 109,6.0,24691.0,4,4,3,2.0,Relatively New,2430.0,1,1,1,1,0,1,160,24691.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,parsvnath green ville,sector 48,1.5,8787.0,3,3,3,1.0,Old Property,1600.0,0,0,0,0,0,2,128,8787.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,pareena coban residences,sector 99,1.4,7010.0,3,5,3,6.0,New Property,1807.0,0,0,0,0,0,1,15,7011.0,"28.4640° N, 76.9614° E",28.464,76.9614
flat,sobha city,sector 108,3.25,15685.0,3,3,3,12.0,Relatively New,2072.0,0,0,0,0,0,1,99,15685.0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,ats triumph,sector 104,2.3,10000.0,3,4,3,15.0,New Property,2544.0,0,1,0,0,0,1,117,10000.0,"28.4788° N, 76.9960° E",28.4788,76.996
flat,lavanya apartments,sector 81,0.9,5056.0,3,3,0,7.0,Relatively New,1780.0,0,0,0,0,0,1,0,5056.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,raheja navodaya,sector 92,0.85,5407.0,3,3,0,0.0,Relatively New,1423.0,0,0,0,0,0,1,88,5407.0,"28.4079° N, 76.9153° E",28.4079,76.9153
house,independent,sector 50,10.55,32562.0,5,5,3,2.0,Moderately Old,3240.0,1,1,0,0,0,1,42,32562.0,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,ss radiance residency,sector 12,0.6,5660.0,3,3,2,3.0,Relatively New,1178.0,0,0,0,0,0,1,44,5660.0,"28.4723° N, 77.0320° E",28.4723,77.032
flat,signature global park 4,sector 36,0.85,11333.0,3,2,3,1.0,New Property,833.0,0,0,0,0,0,1,33,11333.0,"28.4160° N, 76.9914° E",28.416,76.9914
flat,emaar mgf the palm drive,sector 66,3.5,15901.0,3,3,2,4.0,Relatively New,2200.0,1,0,0,0,0,1,89,15902.0,"28.3925° N, 77.0541° E",28.3925,77.0541
house,vatika signature villas,sector 82,5.0,15432.0,4,4,3,3.0,Relatively New,3240.0,0,1,1,1,0,1,24,15432.0,"28.3935° N, 76.9600° E",28.3935,76.96
flat,ambience creacions,sector 22,1.65,11956.0,2,2,2,9.0,Relatively New,1200.0,0,0,0,1,1,0,133,11957.0,"28.5072° N, 77.0640° E",28.5072,77.064
flat,m3m skywalk,sector 74,1.54,10814.0,2,2,3,15.0,Relatively New,1200.0,0,0,0,0,1,1,137,10815.0,"28.4158° N, 77.0118° E",28.4158,77.0118
flat,bestech park view residency,sector 2,1.51,7869.0,3,4,3,7.0,Moderately Old,1738.0,0,1,0,0,0,2,84,7869.0,"28.5095° N, 77.0320° E",28.5095,77.032
flat,dlf city plots phase 3,sector 24,6.5,18571.0,4,5,3,3.0,New Property,3889.0,0,1,0,0,0,0,42,18571.0,"28.4939° N, 77.1038° E",28.4939,77.1038
flat,ss the leaf,sector 85,1.98,8256.0,3,4,3,12.0,Relatively New,2399.0,0,0,1,0,0,1,174,8257.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,m3m capital,sector 113,3.25,14142.0,4,4,3,34.0,New Property,2553.0,1,1,0,1,0,1,115,14143.0,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,bptp terra,sector 37,1.55,8558.0,3,3,3,11.0,Relatively New,1639.0,0,0,0,0,0,1,79,8559.0,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,dlf regency park,sector 28,2.35,13224.0,3,3,2,18.0,Old Property,1608.0,0,1,0,0,0,1,120,13225.0,"28.4728° N, 77.0865° E",28.4728,77.0865
house,nirvana cedar crest,sector 50,7.1,32870.0,5,4,3,2.0,Moderately Old,2160.0,1,0,1,1,0,2,110,32870.0,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,bestech park view residency,sector 2,1.51,7890.0,3,4,3,8.0,Moderately Old,1738.0,0,1,0,0,0,1,92,7889.0,"28.5095° N, 77.0320° E",28.5095,77.032
flat,uphaar homes,sector 105,0.45,4736.0,3,2,1,1.0,Relatively New,1056.0,0,0,0,0,0,2,44,4737.0,"28.4952° N, 77.0114° E",28.4952,77.0114
flat,tulip violet,sector 69,1.76,8756.0,4,4,2,6.0,Relatively New,1819.0,0,0,0,0,0,1,108,8756.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,ss the leaf,sector 85,1.04,8320.0,2,2,3,17.0,New Property,1550.0,0,0,0,0,1,1,145,8320.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,corona optus,sector 37,1.25,7175.0,3,3,3,2.0,Relatively New,1563.0,1,0,0,0,0,1,49,7176.0,"28.4375° N, 76.9999° E",28.4375,76.9999
house,independent,sector 43,2.15,13030.0,1,1,0,1.0,Moderately Old,1650.0,0,0,0,0,0,1,0,13030.0,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,vidya apartment,sector 3,0.22,4210.0,2,2,1,1.0,Relatively New,570.0,0,0,0,0,1,0,36,4207.0,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,shree vardhman flora,sector 90,0.92,4717.0,3,3,2,6.0,Relatively New,2167.0,1,0,0,0,0,2,49,4718.0,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,godrej aria,sector 79,1.45,9062.0,2,2,3,9.0,Relatively New,1494.0,1,0,0,0,0,1,113,9062.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,shree vardhman flora,sector 90,0.7,5384.0,2,2,3,13.0,New Property,1176.0,1,0,0,0,0,1,15,5385.0,"28.4085° N, 76.9369° E",28.4085,76.9369
house,independent,sector 56,2.99,20635.0,4,4,2,2.0,Moderately Old,1449.0,1,1,0,1,0,2,49,20635.0,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,orchid petals,sector 49,2.51,12178.0,3,3,3,7.0,Old Property,2061.0,1,0,0,0,0,2,72,12179.0,"28.4121° N, 77.0480° E",28.4121,77.048
flat,mapsko royale ville,sector 82,1.12,8000.0,3,4,2,6.0,Relatively New,1500.0,0,1,0,1,0,2,174,8000.0,"28.3935° N, 76.9600° E",28.3935,76.96
flat,experion windchants,sector 112,5.6,11529.0,4,6,3,15.0,Moderately Old,3662.34,0,1,0,0,0,2,157,11530.0,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,ats triumph,sector 104,2.6,8253.0,4,4,3,12.0,Relatively New,2851.0,0,1,0,0,0,1,118,8254.0,"28.4788° N, 76.9960° E",28.4788,76.996
flat,signature andour heights,sector 71,0.55,8607.0,2,2,1,7.0,Relatively New,600.0,0,0,0,0,0,2,24,8607.0,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,experion windchants,sector 112,5.6,11551.0,4,6,3,8.0,Relatively New,3655.35,0,1,0,0,0,2,168,11551.0,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,sidhartha ncr one phase,sector 95,0.46,4646.0,2,2,0,6.0,Relatively New,990.0,0,0,0,0,0,1,0,4646.0,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,tata primanti,sector 72,4.0,13769.0,4,5,3,9.0,Relatively New,2800.0,0,1,0,0,0,2,165,13769.0,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,smart world orchard,sector 61,1.6,13913.0,2,2,2,4.0,New Property,1278.0,1,0,0,0,1,1,29,13913.0,"28.4050° N, 77.0963° E",28.405,77.0963
flat,la vida by tata housing,sector 113,2.35,10599.0,3,3,3,11.0,New Property,2210.0,0,1,0,0,0,1,174,10600.0,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,bestech park view sanskruti,sector 92,1.6,7547.0,3,3,3,10.0,Relatively New,1765.0,0,1,0,0,0,2,60,7547.0,"28.4079° N, 76.9153° E",28.4079,76.9153
house,international city by sobha phase,sector 109,6.25,10035.0,5,7,3,3.0,Relatively New,6228.0,1,1,1,1,0,1,147,10035.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,signature global solera,sector 107,0.36,6581.0,2,2,2,8.0,Relatively New,608.0,0,0,0,0,0,1,45,6581.0,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,m3m woodshire,sector 107,0.88,6442.0,2,2,3,3.0,Relatively New,1236.0,0,0,0,0,0,1,99,6442.0,"28.5052° N, 76.9729° E",28.5052,76.9729
house,independent,sector 7,1.35,40909.0,4,5,0,3.0,Old Property,330.0,0,0,0,0,0,1,0,4545.0,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,bestech altura,sector 79,1.72,8000.0,3,4,3,5.0,Relatively New,1695.0,0,1,0,0,0,1,174,8000.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,conscient heritage max,sector 102,2.1,9772.0,3,4,3,10.0,Relatively New,1945.0,1,1,0,0,0,1,53,9772.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,supertech new soft launch,sector 68,0.84,7119.0,2,2,2,7.0,New Property,1180.0,0,0,0,0,0,1,0,7119.0,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,ss the leaf,sector 85,1.65,6852.0,3,4,3,9.0,New Property,2179.0,0,0,0,1,0,1,21,6852.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,gls arawali homes,sector 48,0.26,4513.0,2,2,2,5.0,New Property,640.0,0,0,0,0,0,1,78,4514.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,suposhaa smartworld orchard,sector 61,2.17,14000.0,3,3,3,1.0,Under Construction,1721.0,0,0,0,0,0,1,0,14000.0,"28.4050° N, 77.0963° E",28.405,77.0963
flat,vatika the seven lamps,sector 82,0.78,5932.0,2,2,2,0.0,Relatively New,1175.0,0,0,0,0,0,2,103,5932.0,"28.3935° N, 76.9600° E",28.3935,76.96
house,independent,sector 23,5.65,17706.0,7,7,3,2.0,Moderately Old,5000.0,0,1,0,1,0,1,68,17706.0,"28.5121° N, 77.0478° E",28.5121,77.0478
flat,m3m merlin,sector 67,3.5,14583.0,3,4,3,17.0,Relatively New,2225.0,0,1,1,0,0,2,167,14583.0,"28.3859° N, 77.0608° E",28.3859,77.0608
house,ireo victory valley★,sector 67,8.0,22222.0,6,7,3,51.0,Moderately Old,3600.0,1,1,0,1,0,2,49,22222.0,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,rof ananda,sector 95,0.26,6032.0,1,1,1,8.0,New Property,406.0,0,0,0,0,0,1,49,6032.0,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,sidhartha ncr one phase,sector 95,0.56,4105.0,2,2,2,10.0,Relatively New,1234.0,0,0,0,0,0,2,60,4106.0,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,hcbs sports ville,sector 48,0.25,4166.0,1,1,1,12.0,Relatively New,600.0,0,0,0,0,0,1,37,4167.0,"28.4177° N, 77.0359° E",28.4177,77.0359
house,nirvana cedar crest,sector 50,3.99,8866.0,4,5,3,4.0,New Property,4500.0,0,1,0,1,0,2,112,8867.0,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,ashiana mulberry,sector 48,0.95,6485.0,2,2,3,3.0,New Property,1175.97,1,0,0,0,0,1,89,6485.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,dlf new town heights,sector 90,2.0,7334.0,4,4,3,20.0,Moderately Old,2468.0,0,1,0,0,1,1,49,7334.0,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,south city 1 floors,sector 41,3.4,11724.0,4,4,3,0.0,Old Property,2900.0,0,0,0,0,0,1,0,11724.0,"28.4557° N, 77.0632° E",28.4557,77.0632
flat,ambience creacions,sector 22,4.63,14983.0,3,5,3,5.0,New Property,2796.0,0,1,0,0,1,1,120,14984.0,"28.5072° N, 77.0640° E",28.5072,77.064
flat,chd avenue,sector 71,1.4,7945.0,3,3,2,1.0,Moderately Old,1958.0,0,0,0,1,0,2,125,7946.0,"28.4104° N, 77.0281° E",28.4104,77.0281
house,independent,sector 13,4.5,9091.0,4,5,2,2.0,Old Property,4950.0,0,0,0,0,0,1,0,9091.0,"28.4757° N, 77.0392° E",28.4757,77.0392
flat,shree vardhman victoria,sector 70,1.6,8205.0,3,3,3,10.0,Relatively New,1527.0,1,1,0,1,1,1,43,8205.0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,umang monsoon breeze,sector 78,1.2,6493.0,3,3,2,8.0,Moderately Old,2045.0,0,0,0,1,0,0,8,6494.0,"28.3733° N, 76.9729° E",28.3733,76.9729
house,independent,sector 7,2.25,16892.0,5,3,0,2.0,Old Property,148.0,0,0,0,0,0,1,0,16892.0,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,ambience lagoon,sector 24,5.8,12500.0,3,4,3,9.0,Old Property,3700.0,1,1,0,1,1,0,68,12500.0,"28.4939° N, 77.1038° E",28.4939,77.1038
flat,"new colony, gurgaon",sector 7,0.8,8100.0,3,2,1,4.0,Relatively New,1100.0,0,0,0,0,0,2,69,8097.0,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,m3m merlin,sector 67,3.32,14079.0,3,4,3,8.0,New Property,2016.0,0,1,0,0,0,2,174,14080.0,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,experion windchants,sector 112,2.5,13888.0,2,2,3,10.0,Relatively New,1939.03,1,0,0,1,0,2,174,13889.0,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,ss the leaf,sector 85,1.24,7122.0,2,2,3,10.0,Relatively New,1730.0,0,0,0,0,0,1,49,7122.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,paras dews,sector 106,1.14,6000.0,3,4,3,8.0,Relatively New,1305.0,1,1,0,0,0,1,49,6000.0,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,mapsko royale ville,sector 82,1.15,6424.0,3,4,2,15.0,Relatively New,1620.0,0,1,0,1,0,2,104,6425.0,"28.3935° N, 76.9600° E",28.3935,76.96
flat,ats triumph,sector 104,1.85,8078.0,3,4,3,14.0,Relatively New,2072.0,1,1,1,1,0,1,117,8079.0,"28.4788° N, 76.9960° E",28.4788,76.996
flat,dlf the grove,sector 54,5.7,41245.0,3,3,3,1.0,Moderately Old,1382.0,0,0,0,0,0,1,46,41245.0,"28.4348° N, 77.1089° E",28.4348,77.1089
house,dlf new town heights ★,sector 86,2.47,7718.0,4,4,3,3.0,Moderately Old,2800.0,0,1,0,1,0,2,130,7719.0,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,dlf park place,sector 54,4.86,25920.0,3,4,3,7.0,Relatively New,1875.0,0,1,0,0,0,2,49,25920.0,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,maruti vihar colony,sector 28,0.95,8886.0,2,1,1,1.0,Old Property,1188.0,0,0,0,0,0,1,59,8887.0,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,central park flower valley,sector 33,2.2,10476.0,3,3,3,12.0,New Property,1900.0,0,1,0,0,0,2,49,10476.0,"28.4420° N, 77.0207° E",28.442,77.0207
flat,deepak minda,sector 1,1.25,4716.0,3,3,3,6.0,Moderately Old,2944.0,0,1,0,0,0,1,44,4715.0,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,rof ananda,sector 95,0.21,61.0,1,1,1,13.0,Relatively New,38223.0,0,0,0,0,0,1,68,61.0,"28.4172° N, 76.9081° E",28.4172,76.9081
house,independent,sector 56,7.25,29336.0,8,8,3,0.0,Moderately Old,2471.0,0,0,0,0,0,2,24,29340.0,"28.4245° N, 77.0991° E",28.4245,77.0991
house,independent,sector 10,3.6,19608.0,3,4,3,3.0,Moderately Old,1836.0,0,0,0,1,0,2,28,19608.0,"28.4537° N, 77.0009° E",28.4537,77.0009
flat,emaar mgf emerald floors premier,sector 65,2.5,15151.0,3,3,3,3.0,Relatively New,1493.0,1,1,0,0,0,1,15,15152.0,"28.4030° N, 77.0690° E",28.403,77.069
flat,smart world gems,sector 89,1.16,10500.0,3,2,3,1.0,New Property,998.0,1,0,0,0,0,1,49,10498.0,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,vatika gurgaon,sector 83,1.12,6455.0,3,3,2,17.0,Moderately Old,1500.0,0,0,0,0,0,2,111,6455.0,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,bestech park view ananda,sector 81,1.45,8734.0,3,2,3,3.0,Relatively New,1352.0,0,0,0,0,1,1,45,8735.0,"28.3867° N, 76.9485° E",28.3867,76.9485
house,bptp astaire gardens★,sector 70,6.5,27871.0,4,4,3,2.0,New Property,2332.0,1,1,0,1,0,2,160,27873.0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,central park flower valley,sector 48,1.65,17441.0,3,3,0,1.0,Relatively New,1051.0,0,0,0,0,0,1,66,17442.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,experion windchants,sector 112,3.75,13383.0,3,3,2,21.0,Relatively New,2225.56,0,1,0,0,0,2,159,13383.0,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,experion heartsong,sector 112,1.08,6150.0,3,3,0,3.0,Under Construction,1758.0,0,0,0,0,0,1,0,6150.0,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,m3m skycity,sector 65,2.1,16030.0,2,2,2,43.0,New Property,1186.0,0,0,0,0,0,1,127,16031.0,"28.4030° N, 77.0690° E",28.403,77.069
flat,imperia the esfera,sector 37,1.4,5384.0,4,5,3,9.0,Relatively New,2343.0,1,1,0,1,1,1,49,5385.0,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,rof ananda,sector 95,0.38,5899.0,3,2,1,2.0,Relatively New,716.0,0,0,0,1,0,2,66,5901.0,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,m3m heights,sector 65,2.78,15200.0,3,3,3,44.0,Relatively New,1829.0,0,0,0,0,0,1,56,15200.0,"28.4030° N, 77.0690° E",28.403,77.069
house,suncity essel towers★,sector 28,6.0,22222.0,4,4,3,3.0,Old Property,2700.0,1,0,0,0,0,2,89,22222.0,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,dlf the skycourt,sector 86,1.6,8294.0,3,3,3,9.0,Relatively New,1548.0,0,0,0,0,1,2,167,8294.0,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,mapsko royale ville,sector 82,1.22,7176.0,3,5,3,10.0,Relatively New,2000.0,0,1,0,1,0,2,76,7176.0,"28.3935° N, 76.9600° E",28.3935,76.96
flat,dlf regal gardens,sector 90,1.78,8036.0,4,4,3,8.0,Relatively New,2000.0,0,0,0,0,0,1,126,8036.0,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,ats kocoon,sector 109,1.7,12878.0,3,3,3,22.0,Relatively New,1550.0,0,0,0,0,0,1,103,12879.0,"28.5073° N, 77.0089° E",28.5073,77.0089
